# timestamp x y z qx qy qz qw
1757512295.275827885 634439.684450 4188554.392809 779.892900 -0.006371 0.017998 0.284311 0.958542
1757512295.278807878 634439.684450 4188554.392874 779.892918 -0.006353 0.017974 0.284315 0.958541
1757512295.292074203 634439.684460 4188554.392936 779.892956 -0.006361 0.017991 0.284315 0.958541
1757512295.311461687 634439.684466 4188554.393009 779.892998 -0.006359 0.017976 0.284313 0.958542
1757512295.338527918 634439.684483 4188554.393094 779.893039 -0.006360 0.017985 0.284305 0.958544
1757512295.352285385 634439.684502 4188554.393183 779.893091 -0.006371 0.017984 0.284309 0.958543
1757512295.372111082 634439.684524 4188554.393262 779.893127 -0.006357 0.017977 0.284307 0.958544
1757512295.392549038 634439.684551 4188554.393350 779.893166 -0.006370 0.017992 0.284319 0.958540
1757512295.417552233 634439.684596 4188554.393434 779.893208 -0.006361 0.017982 0.284319 0.958540
1757512295.443652153 634439.684643 4188554.393521 779.893249 -0.006371 0.017995 0.284319 0.958540
1757512295.452174902 634439.684690 4188554.393605 779.893303 -0.006372 0.017992 0.284313 0.958542
1757512295.472401142 634439.684738 4188554.393700 779.893344 -0.006372 0.017998 0.284308 0.958543
1757512295.491456985 634439.684783 4188554.393790 779.893393 -0.006375 0.018004 0.284313 0.958541
1757512295.511425972 634439.684830 4188554.393872 779.893431 -0.006373 0.017998 0.284313 0.958541
1757512295.533463240 634439.684858 4188554.393939 779.893472 -0.006370 0.018002 0.284323 0.958538
1757512295.552562237 634439.684891 4188554.394012 779.893511 -0.006371 0.017999 0.284322 0.958539
1757512295.572438240 634439.684915 4188554.394084 779.893559 -0.006364 0.018008 0.284318 0.958540
1757512295.592396021 634439.684933 4188554.394148 779.893597 -0.006370 0.018013 0.284312 0.958541
1757512295.612454176 634439.684926 4188554.394220 779.893633 -0.006358 0.017997 0.284307 0.958543
1757512295.638024807 634439.684929 4188554.394295 779.893665 -0.006370 0.018003 0.284312 0.958542
1757512295.651382923 634439.684924 4188554.394372 779.893696 -0.006362 0.017986 0.284318 0.958540
1757512295.671448708 634439.684926 4188554.394436 779.893726 -0.006374 0.018001 0.284322 0.958539
1757512295.692009449 634439.684926 4188554.394507 779.893758 -0.006368 0.017978 0.284321 0.958539
1757512295.712116957 634439.684943 4188554.394586 779.893803 -0.006369 0.017994 0.284315 0.958541
